,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
160,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.612,1.0,1.194,1.56,2.168,2.586,3.0919999999999996,3.403,3.572,3.755,3.931,4.092,4.2829999999999995,10.417,16.686,22.973,29.246,35.929,43.004,50.171,57.732,66.876,77.651,90.108,100.587,111.53399999999999,121.90899999999999,131.825,142.344,156.686,169.768,182.609,194.944,206.187,218.485,230.863,244.13,255.601,267.499,281.791,293.202,310.582,337.362,368.046,400.389,433.526,467.95,510.132,547.02,583.268,623.582,669.399,714.466,760.981,808.301,855.852,915.482,974.865,1036.502,1101.576,1174.998,1256.491,1349.812,1432.6200000000001,1523.798,1614.992,1702.377,1802.488,1897.952,1998.971,2101.472,2208.69,2310.03
161,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.008,0.012,0.019,0.03,0.040999999999999995,0.055999999999999994,0.071,0.089,0.11099999999999999,0.13699999999999998,0.16299999999999998,0.19999999999999998,0.24,0.27999999999999997,0.324,0.368,0.416,0.46399999999999997,0.512,0.5599999999999999,0.608,0.656,0.707,0.931,1.338,1.811,2.262,2.746,3.274,3.904,4.549,5.355,6.473000000000001,7.525,8.661,9.702,10.779,11.897,13.194,14.905000000000001,16.517,17.755,19.349,20.939,22.786,24.973,27.633,31.231,35.789,40.175,45.033,49.851,55.625,61.638,68.629,74.414,79.55799999999999,82.55499999999999,85.069,88.257,92.92099999999999,98.406,104.323,111.464,119.939,129.945,141.655,156.157,172.282,190.553,211.044,234.287,260.136,287.494,314.805,346.464,377.995,411.149,439.613,466.325,491.513,515.459,538.005,561.677,583.784,598.842,617.747,635.212,651.559,674.934,698.048,717.465,739.968,766.599,797.226,830.73,867.512,908.291,954.221,1004.015,1054.658,1108.052,1163.768,1227.581,1297.036,1369.073,1447.71,1531.801,1623.83,1723.909,1835.436,1955.417,2081.0769999999998,2213.285,2357.976,2508.584,2670.446,2844.721,3022.554,3215.798,3411.122,3606.929,3804.252,3999.129,4198.789,4387.112,4580.558,4781.628,4992.649,5204.217,5417.183,5593.69,5735.898,5867.909,5990.603,6111.508,6237.22,6366.367,6484.523,6589.383,6678.393,6771.727,6870.715,6970.013,7073.831,7177.108,7278.945,7383.241,7492.261,7600.155,7688.637,7774.731,7867.535,7958.662,8038.028,8117.155,8195.187,8271.902,8351.551,8431.831,8508.716,8582.743,8659.934,8733.455
162,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.024,0.033,0.044,,,,,,,,,,,,,,,,,0.113,,,,,0.324,,,0.6199999999999999,0.9339999999999999,1.3479999999999999,1.8739999999999999,2.3489999999999998,2.846,3.404,3.937,5.621,7.554,9.162,11.343,13.71,16.906,20.187,23.266000000000002,27.004,31.306,36.647,42.098,49.222,56.532,65.107,74.139,83.65299999999999,94.481,105.475,117.45,129.732,142.728,156.284,170.924,187.504,205.759,225.082,247.731,270.799,297.305,324.288,355.486,390.475,431.065,477.046,524.252,569.846,614.445,664.065,708.357,758.878,815.466,872.401,932.503,991.445,1052.555,1121.779,1196.978,1264.847,1327.141,1393.536,1454.641,1479.01,1499.825,1518.806,1539.3899999999999,1564.494,1592.225,1625.263,1657.871,1705.117,1763.857,1829.113,1899.388,1994.922,2109.693,2239.007,2383.528,2558.344,2756.226,2983.135,3215.159,3460.049,3707.943,4005.134,4266.224,4408.167,4556.307,4771.138,4998.58,5254.184,5561.972,5889.488,6261.791,6676.783,7126.541,7608.162,8117.69,8674.172,9305.169,9996.996,10754.071,11562.161,12411.759,13296.314,14208.536,15165.966,16192.769,17284.801,18443.247,19666.624,20945.85,22261.025999999998,23630.696,25071.228,26599.927,28208.311999999998,29884.624,31624.768,33453.912,35353.503,37317.707,39349.367,41397.877,43526.987,45615.558,47743.505,49901.634,52078.927,54427.068,56775.795,59133.945,61570.039,63975.013,66511.261,68918.017,70884.522,72751.251,74398.916,76018.643,77605.465,79087.71,80552.963,82047.142,83526.284,85041.931,86548.719,88085.737,89629.694,91192.271,92815.273,94439.054,96091.118,97636.152,99268.935,100954.845,102656.113,104296.55,105936.509,107575.184,109210.069,110876.19,112588.684,114293.715,115926.644,117638.637,119290.814
163,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017,0.034,0.065,0.094,0.10600000000000001,0.12000000000000001,0.137,0.156,0.175,0.25,0.32,0.41100000000000003,0.495,0.579,0.616,0.664,0.708,0.748,0.803,0.862,0.921,0.983,1.049,1.119,1.192,1.3679999999999999,1.635,1.9020000000000001,2.191,2.488,2.983,3.584,4.192,4.888,5.522,6.138,6.734999999999999,7.346,8.038,8.722,9.246,9.718,10.197,10.68,11.142,11.597,12.061,12.544,13.026,13.529,14.044,14.566,15.085,15.594,16.11,16.624,17.138,17.68,18.208,18.766000000000002,19.347,19.991,20.709,21.491,22.321,23.291,24.339,25.494,26.781,28.154,29.526,31.079,32.627
164,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.033,0.238,1.89,4.037,5.8469999999999995,7.749,9.741999999999999,13.003,21.814999999999998,46.967999999999996,84.69999999999999,102.643,121.029,126.17,126.17,126.17,126.646,127.884,129.998,131.628,133.727,135.724,137.578,140.252,143.82,150.07,157.009,164.05,168.266,174.673,200.158,229.237,264.508,309.759,369.51599999999996,439.798,534.852,633.554,716.8149999999999,818.275,936.345,1051.37,1189.375,1358.615,1533.92,1691.813,1852.65,2008.162,2180.583,2385.187,2575.634,2777.886,2981.31,3189.807,3478.353,3794.5280000000002,4135.17,4468.813,4736.945,5000.271,5221.941,5435.098,5666.58,5968.908,6271.611,6603.591,6937.582,7338.595,7741.443,8180.56,8574.663,9015.007,9488.222,10012.826000000001,10515.752,11082.578,11627.142,12239.984,12918.833,13616.253,14297.107,14984.003,15691.128,16301.901,16933.338,17595.887
165,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504,1.166,1.861,2.623,3.372,4.2219999999999995,5.045,6.103,7.285,8.538,9.783999999999999,11.052999999999999,12.413,13.951,15.654,17.877,20.298,23.216,26.061,29.893,34.34,38.903999999999996,43.831,48.802,54.007,57.889,61.327,64.811,67.958,71.225,74.652,77.982,81.481,85.052,88.254,91.974,95.857,98.918,103.348,106.779,111.548,116.014,120.003,122.749,126.575,130.526,134.61,139.618,143.977,148.716,153.992,159.992,167.603,176.093,186.927,197.455,208.966,222.49099999999999,236.629,251.391,266.417,281.085,296.298,313.306,330.842,352.032,372.07,392.563,414.318,436.091,456.618,478.803,500.816
166,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.362,0.6639999999999999,0.991,1.2650000000000001,1.582,1.874,2.215,2.562,2.917,3.305,4.132,4.945,5.758,6.617999999999999,7.54,9.232,10.95,11.649,11.747,12.237,13.544,14.895,16.348,17.897,19.746,22.323999999999998,24.094,26.331,28.951,31.839,35.175,38.455,41.492,44.103,47.387,50.038,52.674,55.099,57.81,61.472,64.611,67.99,71.413,74.952,78.789,82.219,85.883,89.065,92.399,96.003,99.905,104.163,108.6,113.528,118.766,124.305,128.727,133.59,138.33,143.588,150.45,158.269,165.631,173.484,182.208,192.053,202.069,212.829,224.159,236.872,247.693,259.233,270.901
167,SGP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.914,4.74,8.181,11.663,15.434,19.487000000000002,23.583,25.312,27.609,29.408,30.8,32.892,35.405,38.706,42.308,44.734,45.213,48.034,53.167,60.055,77.888,94.163,115.883,136.57399999999998,158.001,181.865,211.203,238.815,271.278,306.698,337.131,362.83799999999997,391.21999999999997,424.61699999999996,456.586,488.983,523.084,554.895,590.1759999999999,631.18,674.716,718.951,766.3919999999999,816.054,876.14,916.686,964.699,1021.436,1068.848,1118.048,1166.442,1215.642,1262.735,1312.17,1359.029,1400.615,1442.923,1473.704,1520.409,1565.659,1608.7069999999999,1642.724,1693.43,1748.339,1800.448,1862.373,1902.662,1942.677,1992.713,2026.491,2081.304,2137.135,2190.387
168,SHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,0.011,0.015,0.019,0.023,0.027,0.031,0.035,0.042,0.049,0.056,0.063,0.07,0.081,0.092,0.103,0.114,0.125,0.136,0.147,0.158,0.16899999999999998,0.18,0.191,0.20199999999999999,0.213,0.224,0.235,0.246,0.257,0.268,0.27899999999999997,0.29,0.301,0.312,0.323,0.33799999999999997,0.349,0.36,0.375,0.39299999999999996,0.411,0.429
169,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.008,0.012,0.023,0.034,0.045,0.055999999999999994,0.067,0.078,0.093,0.108,0.123,0.141,0.16699999999999998,0.193,0.22599999999999998,0.263,0.3,0.33999999999999997,0.388,0.443,0.509,0.575,0.634,0.696,0.777,0.839,0.949,1.052,1.188,1.309,1.452,1.595,1.7449999999999999,1.899,2.06,2.218,2.379,2.526,2.684,2.8449999999999998,3.017,3.2,3.391,3.589,3.794,4.01,4.226,4.45,4.684,4.929,5.185,5.46,5.742,6.031,6.3309999999999995,6.639,6.958,7.288,7.632,7.9799999999999995,8.354,8.684,8.977,9.266,9.552,9.841,10.134,10.423,10.725,11.024
170,SLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.253,0.433,0.602,0.727,0.91,1.09,1.478,1.687,1.921,2.635,2.924,3.25,3.62,3.924,4.2059999999999995,4.506,4.759,5.122,6.207,7.064,7.866,8.544,9.083,9.603,10.127,10.578,11.091,11.802,12.48,13.088,13.78,14.333,15.022,15.638,16.301,16.975,17.473,17.931,18.305,18.803,19.36,19.642,19.906,20.181,20.405,20.636,20.841,21.061,21.237000000000002,21.508,21.878,22.38,22.915,23.435,23.86,24.439,24.926,25.432,25.934,26.476,27.187,28.019,29.067,30.196,31.281,32.424,33.512,34.541,35.545,36.571,37.681,38.81
171,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.267,0.589,0.9770000000000001,1.395,1.8639999999999999,2.325,2.8520000000000003,3.449,4.046,4.65,5.269,5.851,6.499,7.6240000000000006,8.855,9.895,11.199,12.356,13.616,14.806000000000001,16.234,17.743,19.42,21.387,23.357,25.462,27.669,29.951,32.332,34.709,36.828,38.647,40.399,42.284,43.872,45.837,47.804,50.218,52.650999999999996,55.198,57.673,60.828,64.145,68.121,72.634,77.632,82.046,87.462,93.193,98.781,104.452,110.309,116.379,122.81400000000001,129.068,135.366,142.084,148.93,155.335,161.647,167.966,174.465,180.937,187.031,193.182,199.85,206.446,212.416,218.679,226.229,232.823,240.311,248.025
172,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048,0.096,0.14400000000000002,0.192,0.24,0.306,0.376,0.449,0.533,0.621,0.7050000000000001,0.793,0.899,1.002,1.138,1.27,1.409,1.6360000000000001,1.79,1.951,2.167,2.354,2.588,2.8520000000000003,3.182,3.684,4.164,4.963,5.5200000000000005,6.007000000000001,6.82,7.095000000000001,7.813000000000001,8.747,9.461,10.318,11.241,12.234,13.238,14.19,14.972,15.676,16.342,16.968,17.586,18.171,18.746,19.281,19.787,20.274,20.75,21.248,21.805,22.366,22.927,23.491,24.055,24.663,25.264,25.861,26.473,27.085,27.693,28.323,28.953,29.583,30.221,30.859,31.497,32.135,32.732,33.383,34.03
173,SPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,0.037,0.07,0.099,0.132,0.169,0.202,0.242,0.28200000000000003,0.315,0.352,0.4,0.433,0.47000000000000003,0.518,0.558,0.602,0.653,0.6930000000000001,0.726,0.763,0.811,0.881,0.921,0.965,0.998,1.046,1.083,1.116,1.153,1.19,1.23,1.27,1.303,1.34,1.373,1.421,1.472,1.538,1.641,1.733,1.836,1.931,2.004,2.074,2.144,2.214,2.262,2.317,2.372,2.427,2.482,2.541,2.603,2.662,2.724,2.79,2.856,2.922,2.988,3.054,3.12,3.186,3.2520000000000002,3.318,3.384,3.45,3.516,3.575,3.641,3.703,3.763,3.824
174,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,0.052,0.098,0.149,0.239,0.411,0.583,0.7749999999999999,0.9239999999999999,1.15,1.414,1.771,2.161,2.527,2.924,3.347,3.806,4.355,4.914,5.516,6.134,6.745,7.407,8.086,9.95,,,,,,11.286,13.06,14.949,17.693,20.686,23.755,27.124000000000002,30.404,34.111,38.33,42.922,47.243,51.246,54.894,58.269999999999996,61.784,65.463,69.09,73.13,76.957,80.972,85.582,,,85.746,85.78699999999999,88.118,92.728,99.146,106.379,114.641,122.578,130.091,137.637,145.13,154.067,164.301,175.999,188.705,201.227,215.582,231.262,247.695,264.56,283.322,304.577,326.446,348.118,370.01,393.428,417.709,449.43,483.61199999999997,515.65,553.908,592.323,632.395,673.741,713.934,758.83,807.646,855.627,907.845,955.79,1007.414,1061.851,1117.373,1175.345,1231.927,1290.302,1348.491,1406.319,1447.277,1490.961,1529.057,1566.097,1605.238,1651.063,1700.328,1752.21,1788.001,1832.951,1882.259,1934.489,1990.313,2050.48,2102.114,2162.9519999999998,2222.506,2274.284,2320.179,2365.875,2414.832,2458.576,2503.145,2540.353,2584.127,2629.167,2674.697,2719.017,2763.295,2808.465,2852.371,2895.878
175,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,0.106,0.16899999999999998,0.238,0.306,0.383,0.458,0.554,0.661,0.775,0.888,1.0030000000000001,1.127,1.267,1.422,1.624,1.844,2.109,2.367,2.715,3.119,3.534,3.982,4.434,4.907,5.26,5.572,5.889,6.175,6.4719999999999995,6.784,7.087,7.406,7.731,8.023,8.362,8.716,8.995,9.398,9.711,10.145,10.551,10.914,11.165,11.509,11.865,12.232,12.682,13.072,13.495,13.955,14.484,15.158,15.911,16.863,17.775,18.774,19.947,21.186,22.477,23.79,25.071,26.401,27.845,29.366,31.279,32.983,34.438,36.175,37.956,39.649,41.493,43.327
176,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.008,0.012,0.016,0.02,0.027,0.038,0.045,0.052,0.063,0.074,0.08499999999999999,0.092,0.103,0.11399999999999999,0.125,0.136,0.151,0.16599999999999998,0.181,0.192,0.20299999999999999,0.218,0.236,0.254,0.283,0.312,0.345,0.378,0.418,0.46199999999999997,0.51,0.565,0.616,0.671,0.722,0.773,0.821,0.869,0.917,0.965,1.013,1.061,1.109,1.157,1.205,1.253,1.301,1.349,1.397,1.448,1.507,1.573,1.646,1.723,1.807,1.891,1.975,2.067,2.17,2.269,2.379,2.489,2.617,2.753,2.903,3.042,3.181,3.324,3.463,3.609,3.741
177,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213,0.447,0.714,1.025,1.362,1.673,2.0140000000000002,2.388,2.707,3.073,3.505,3.934,4.429,4.96,5.565,6.36,7.456,8.790000000000001,10.241,11.762,13.370000000000001,15.085,16.829,18.936,20.537,22.556,24.553,26.451,28.843,31.136000000000003,33.505,35.533,37.404,38.776,40.328,41.924,43.681000000000004,45.438,47.312000000000005,49.164,50.901,52.924,54.954,56.992000000000004,59.034,61.095,63.178000000000004,65.282,67.386,69.509,71.70100000000001,74.06400000000001,75.624,77.162,78.718,80.307,82.046,83.802,85.73400000000001,87.72500000000001,90.095,92.85000000000001,95.342,98.489,101.69,104.403,107.324,109.75,111.839,114.47500000000001,117.393,121.07600000000001,124.663
178,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065,0.279,0.643,1.157,1.82,2.633,3.596,4.708,5.970000000000001,7.381,8.942,10.653,12.513,14.523,16.682,18.991,22.983,27.177,31.573,36.297,41.302,46.588,51.994,57.768,63.732,69.994,76.577,83.491,90.902,98.748,107.139,115.838,124.669,133.696,142.95,152.554,162.394,172.809,183.456,194.38,205.224,216.555,228.03799999999998,239.736,251.549,263.709,276.408,289.754,303.346,316.855,330.223,343.761,358.165,373.23199999999997,386.968,400.673,415.26,428.977,440.672,451.72,462.678,473.201,482.593,492.52,504.704,516.171,527.797,540.274,553.411,568.106,581.015,593.09,603.6129999999999,613.242,622.859,632.758,643.513,656.537,671.52,687.97,706.515,725.177,745.305,767.528,788.73,799.982,813.951,829.79,846.903,864.893,883.413,903.145,924.2429999999999,946.109,969.458,993.686,1019.683,1046.824,1076.4759999999999,1106.137,1137.77,1172.109,1208.702,1247.223,1287.31,1326.359,1365.173,1403.898,1444.423,1487.452,1536.797,1588.561,1640.807,1693.2640000000001,1746.3220000000001,1801.847,1859.545,1918.982,1978.955,2037.365,2096.466,2154.921,2212.817,2270.795,2330.747,2389.892,2449.454,2508.317,2566.21,2621.46,2682.933,2736.219,2785.106,2831.457,2875.214,2919.359,2963.385,3007.483,3051.31,3094.348,3135.487,3178.711,3220.689,3262.992,3305.784,3348.583,3391.147,3432.119,3473.483,3511.109,3549.518,3587.507,3623.42,3658.99,3692.649,3727.121,3762.035,3798.149,3834.255,3868.034,3899.131,3934.298,3968.45
